老師,課程名稱,學年,學期,分數
姜國輝,資訊系統專案設計,97,1,85.8
姜國輝,資訊網技術及其休閒產業之應用,97,1,80.8
姜國輝,企業資料通訊,103,2,70
姜國輝,資訊系統專案設計,103,2,70
姜國輝,雲端運算與其發展,103,2,70
姜國輝,專題研討,103,2,70
姜國輝,資訊系統研發,103,2,70
姜國輝,進階資訊系統研發,103,2,70
姜國輝,巨量資料與其發展,103,2,70
姜國輝,雲端運算與其發展,103,2,70
姜國輝,進階創新科技技術,103,1,70
姜國輝,商業智慧與社群智能,103,1,70
姜國輝,巨量資料與商業分析,103,1,70
姜國輝,企業資料通訊,102,2,70
姜國輝,專題研討,102,2,70
姜國輝,資訊系統研發,102,2,70
姜國輝,社群網路與創新擴散,102,2,70
姜國輝,行動運算與巨量資料,102,2,70
姜國輝,企業資料通訊,102,1,70
姜國輝,進階創新科技技術,102,1,70
姜國輝,計算智能與商業分析,102,1,70
姜國輝,雲端行動運算與商業應用,102,1,70
姜國輝,企業資料通訊,101,2,70
姜國輝,專題研討,101,2,70
姜國輝,進階資訊系統研發,101,2,70
姜國輝,雲端巨量商用資料與服務創新,101,2,70
姜國輝,商業智慧與其應用,101,2,70
姜國輝,創新科技技術,101,1,70
姜國輝,集體智能與網頁挖掘,101,1,70
姜國輝,行動雲運算,101,1,70
姜國輝,管理資訊系統專題,100,2,70
姜國輝,商業智慧與社群智能,100,2,70
姜國輝,專題研討,100,1,70
姜國輝,專題研討,100,1,70
姜國輝,高等研究方法,100,1,70
姜國輝,雲端行動應用,100,1,70
姜國輝,商業智慧,100,1,70
姜國輝,創新科技技術,100,1,70
姜國輝,管理資訊系統專題,99,2,70
姜國輝,雲端運算與企業智慧,99,2,70
姜國輝,專題研討,99,1,70
姜國輝,專題研討,99,1,70
姜國輝,高等研究方法,99,1,70
姜國輝,雲端運算與其應用,99,1,70
姜國輝,高等資料庫管理,98,2,70
姜國輝,組織知識與智能,98,2,70
姜國輝,專題研討,98,1,70
姜國輝,專題研討,98,1,70
姜國輝,高等研究方法,98,1,70
姜國輝,兩岸資訊管理發展實務研究,98,1,70
姜國輝,管理資訊系統專題,97,2,70
姜國輝,資訊技術研究,97,2,70
姜國輝,社會網路與社會資本,97,2,70
姜國輝,競爭智慧與IT策略,97,2,70
姜國輝,專題研討,97,1,70
姜國輝,資訊設計及其於文化產業應用,97,1,70
姜國輝,企業資料通訊,96,2,70
姜國輝,企業資料通訊,96,2,70
姜國輝,管理資訊系統專題,96,2,70
姜國輝,組織知識與智能,96,2,70
姜國輝,資訊化社會與網頁科技,96,2,70
諶家蘭,會計資訊系統,102,1,77.5
諶家蘭,初級會計學（一）,101,1,77.0
諶家蘭,會計資訊系統,101,1,78.2
諶家蘭,會計資訊系統,100,1,76.2
諶家蘭,會計資訊系統,99,1,76.2
諶家蘭,會計資訊系統,98,1,78.2
諶家蘭,會計資訊系統,97,1,80.8
諶家蘭,初級會計學（二）,103,2,70
諶家蘭,會計資訊系統（二）,103,2,70
諶家蘭,初級會計學（一）,103,1,70
諶家蘭,會計資訊系統,103,1,70
諶家蘭,內部控制管理,103,1,70
諶家蘭,初級會計學（二）,102,2,70
諶家蘭,會計資訊系統（二）,102,2,70
諶家蘭,初級會計學（一）,102,1,70
諶家蘭,內部控制管理,102,1,70
諶家蘭,會計議題研究,102,1,70
諶家蘭,會計資訊系統管理,101,1,70
諶家蘭,會計議題研究,101,1,70
諶家蘭,初級會計學（一）,100,1,70
諶家蘭,會計資訊系統議題研究,100,1,70
諶家蘭,會計議題研究,100,1,70
諶家蘭,外語能力檢定,99,2,70
諶家蘭,會計資訊系統（二）,99,2,70
諶家蘭,會計專題研討（二）,99,2,70
諶家蘭,服務學習課程－大型營隊及校際比賽活動規劃及實習,99,1,70
諶家蘭,外語能力檢定,99,1,70
諶家蘭,會計專題研討,99,1,70
諶家蘭,會計專題研討（一）,99,1,70
諶家蘭,會計議題研究,99,1,70
諶家蘭,外語能力檢定,98,2,70
諶家蘭,會計資訊系統（二）,98,2,70
諶家蘭,會計專題研討,98,2,70
諶家蘭,服務學習課程－大型營隊及校際比賽活動規劃及實習,98,1,70
諶家蘭,外語能力檢定,98,1,70
諶家蘭,會計專題研討,98,1,70
諶家蘭,外語能力檢定,97,2,70
諶家蘭,會計與資料庫管理,97,2,70
諶家蘭,服務學習課程－大型營隊及校際比賽活動規劃及實習,97,1,70
諶家蘭,外語能力檢定,97,1,70
諶家蘭,會計研究專題：資訊系統與公司治理,97,1,70
諶家蘭,會計與資料庫管理,96,2,70
諶家蘭,會計與資料庫管理,96,2,70
